"","id","origen.x","origen.y","var.x","E_final_diagnosis_numeric_cor","E_final_diagnosis_numeric_chi","E_final_diagnosis_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"970","GIUS","Pulsera","TargetVar","S_dur_spt_min",0.0705,0.4576,0.3801,-0.0858,0.4625,0.2851,0.0679,0.4625,0.398,NA,NA,NA,0.0432,0.4625,0.5909,NA,NA,NA
"971","GIUS","Pulsera","TargetVar","S_dur_day_spt_min",0.104,0.4576,0.1949,-0.1669,0.4625,0.0367,0.1709,0.4625,0.0324,NA,NA,NA,0.0325,0.4625,0.6865,NA,NA,NA
"972","GIUS","Pulsera","TargetVar","S_N_atleast5minwakenight",0.1249,0.1036,0.119,-0.0051,0.395,0.9497,-0.1378,0.3508,0.0853,NA,NA,NA,0.1908,0.0614,0.0167,NA,NA,NA
"973","GIUS","Pulsera","TargetVar","S_sleep_efficiency",-0.1375,0.4576,0.086,0.073,0.4625,0.3639,0.0333,0.4625,0.6787,NA,NA,NA,-0.1576,0.4625,0.0487,NA,NA,NA
"974","GIUS","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.2001,0.4576,0.012,0.2301,0.4625,0.0037,-0.1692,0.4625,0.0342,NA,NA,NA,-0.1331,0.4625,0.0966,NA,NA,NA
"975","GIUS","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",0.0471,0.4576,0.5577,0.1028,0.4625,0.2,-0.2359,0.4625,0.0029,NA,NA,NA,0.1534,0.4625,0.0551,NA,NA,NA
"976","GIUS","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.1788,0.4576,0.025,-0.1887,0.4625,0.018,0.1213,0.4625,0.1302,NA,NA,NA,0.1322,0.4625,0.0989,NA,NA,NA
"977","GIUS","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",-0.2218,0.4576,0.0052,0.1705,0.4625,0.0328,-0.0389,0.4625,0.6283,NA,NA,NA,-0.2133,0.4625,0.0073,NA,NA,NA
"978","GIUS","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",0.2285,0.2776,0.004,-0.1585,0.3313,0.0474,0.01,0.3313,0.9006,NA,NA,NA,0.233,0.3313,0.0033,NA,NA,NA
"979","GIUS","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.1161,0.4576,0.1478,0.1562,0.4625,0.0507,-0.138,0.4625,0.0847,NA,NA,NA,-0.0595,0.4625,0.4589,NA,NA,NA
"980","GIUS","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.2078,0.4576,0.009,-0.1588,0.4625,0.047,0.0349,0.4625,0.6648,NA,NA,NA,0.2005,0.4625,0.0118,NA,NA,NA
"981","GIUS","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",-0.0979,0.4576,0.2226,0.123,0.4625,0.1249,-0.101,0.4625,0.208,NA,NA,NA,-0.057,0.4625,0.4782,NA,NA,NA
"982","GIUS","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.0077,0.4259,0.9234,0.0477,0.44,0.5529,-0.0929,0.44,0.2473,NA,NA,NA,0.0491,0.44,0.5411,NA,NA,NA
"983","GIUS","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.1522,0.4576,0.0571,0.0188,0.4625,0.8151,-0.2117,0.4625,0.0078,NA,NA,NA,0.2519,0.4625,0.0015,NA,NA,NA
"984","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.1385,0.4576,0.0838,-0.0966,0.4625,0.2287,0.0071,0.4625,0.9299,NA,NA,NA,0.1408,0.4625,0.0787,NA,NA,NA
"985","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.0231,0.4576,0.774,0.08,0.4625,0.3191,-0.1134,0.4625,0.1574,NA,NA,NA,0.0262,0.4625,0.7449,NA,NA,NA
"986","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.1117,0.4576,0.1638,0.1905,0.4625,0.0169,-0.2033,0.4625,0.0107,NA,NA,NA,-0.0261,0.4625,0.7458,NA,NA,NA
"987","GIUS","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",-0.0066,0.023,0.9348,-0.048,0.0761,0.5508,0.0919,0.0761,0.2521,NA,NA,NA,-0.0475,0.0761,0.5545,NA,NA,NA
"988","GIUS","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.1772,0.4576,0.0264,-0.1704,0.4625,0.0328,0.0912,0.4625,0.2559,NA,NA,NA,0.1438,0.4625,0.0724,NA,NA,NA
"989","GIUS","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.0335,0.4576,0.6769,0.0516,0.4625,0.5211,-0.1299,0.4625,0.1048,NA,NA,NA,0.0923,0.4625,0.2501,NA,NA,NA
"990","GIUS","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.1972,0.4576,0.0133,-0.1921,0.4625,0.016,0.1057,0.4625,0.1877,NA,NA,NA,0.1582,0.4625,0.0479,NA,NA,NA
"991","GIUS","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",-0.1031,0.4576,0.1989,0.1776,0.4625,0.026,-0.1908,0.4625,0.0167,NA,NA,NA,-0.0227,0.4625,0.7781,NA,NA,NA
"992","GIUS","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.094,0.4576,0.2415,0.0939,0.4625,0.2422,-0.2752,0.4625,5e-04,NA,NA,NA,0.2195,0.4625,0.0057,NA,NA,NA
"993","GIUS","Pulsera","TargetVar","S_ACC_day_mg",0.1494,0.4576,0.0618,-0.0179,0.4625,0.8241,-0.144,0.4625,0.0719,NA,NA,NA,0.219,0.4625,0.0059,NA,NA,NA
"994","GIUS","Pulsera","TargetVar","S_ACC_spt_mg",0.1081,0.4576,0.1777,-0.0205,0.4625,0.7989,-0.091,0.4625,0.2572,NA,NA,NA,0.1526,0.4625,0.0563,NA,NA,NA
"995","GIUS","Pulsera","TargetVar","S_ACC_day_spt_mg",0.1512,0.4576,0.0587,-0.037,0.4625,0.6452,-0.1126,0.4625,0.1604,NA,NA,NA,0.207,0.4625,0.0093,NA,NA,NA
"996","GIUS","Pulsera","TargetVar","S_quantile_mostactive60min_mg",0.2223,0.4223,0.0051,-0.1381,0.4559,0.0846,-0.0186,0.4788,0.8169,NA,NA,NA,0.2393,0.3956,0.0025,NA,NA,NA
"997","GIUS","Pulsera","TargetVar","S_quantile_mostactive30min_mg",0.1964,0.4861,0.0137,-0.0972,0.5013,0.2261,-0.0599,0.5243,0.4558,NA,NA,NA,0.2306,0.44,0.0037,NA,NA,NA
"998","GIUS","Pulsera","TargetVar","S_L5VALUE",-0.1891,0.4576,0.0177,0.2381,0.4625,0.0027,-0.1961,0.4625,0.0138,NA,NA,NA,-0.1098,0.4625,0.1712,NA,NA,NA
"999","GIUS","Pulsera","TargetVar","S_M5VALUE",0.1173,0.4576,0.1435,0.0208,0.4625,0.7955,-0.1743,0.4625,0.029,NA,NA,NA,0.199,0.4625,0.0125,NA,NA,NA
"1000","GIUS","Pulsera","TargetVar","S_L5TIME_num",0.1625,0.4541,0.042,-0.2097,0.4786,0.0084,0.1774,0.5016,0.0262,NA,NA,NA,0.0904,0.4177,0.2602,NA,NA,NA
"1001","GIUS","Pulsera","TargetVar","S_M5TIME_num",-0.1896,0.4576,0.0174,0.2118,0.4625,0.0077,-0.1494,0.4625,0.0619,NA,NA,NA,-0.131,0.4625,0.1021,NA,NA,NA
"1002","GIUS","Pulsera","TargetVar","S_L10VALUE",-0.0972,0.4576,0.2259,0.0775,0.4625,0.3348,-0.0219,0.4625,0.7854,NA,NA,NA,-0.0913,0.4625,0.2553,NA,NA,NA
"1003","GIUS","Pulsera","TargetVar","S_M10VALUE",0.1352,0.4576,0.0914,-0.0176,0.4625,0.8272,-0.1279,0.4625,0.1105,NA,NA,NA,0.1971,0.4625,0.0134,NA,NA,NA
"1004","GIUS","Pulsera","TargetVar","S_L10TIME_num",0.1087,0.4259,0.1754,-0.2038,0.44,0.0105,0.2302,0.44,0.0037,NA,NA,NA,0.0111,0.44,0.8906,NA,NA,NA
"1005","GIUS","Pulsera","TargetVar","S_M10TIME_num",-0.0049,0.4541,0.9516,0.1503,0.4786,0.0603,-0.2581,0.5016,0.0011,NA,NA,NA,0.1092,0.4177,0.1736,NA,NA,NA
"1006","GIUS","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",0.2013,0.1524,0.0115,-0.1113,0.4597,0.1651,-0.0409,0.5814,0.6114,NA,NA,NA,0.2273,0.044,0.0042,NA,NA,NA
"1007","GIUS","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",0.0173,0.1514,0.8298,-0.0904,0.3042,0.2601,0.1384,0.2286,0.0838,NA,NA,NA,-0.0433,0.2036,0.5902,NA,NA,NA
"1008","GIUS","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",-0.0279,0.2241,0.7283,0.1461,0.3702,0.0679,-0.2237,0.3931,0.0049,NA,NA,NA,0.07,0.189,0.3838,NA,NA,NA
"1009","GIUS","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.1011,0.4093,0.2078,-0.0959,0.6065,0.2322,0.0497,0.8043,0.5365,NA,NA,NA,0.0831,0.1207,0.3011,NA,NA,NA
"1010","GIUS","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",0.4365,0.0041,0,-0.3027,0.1568,1e-04,0.019,0.4725,0.8136,NA,NA,NA,0.4452,2e-04,0,NA,NA,NA
"1011","GIUS","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",-0.0469,0.146,0.5598,0.033,0.1872,0.6814,-0.0029,0.1565,0.971,NA,NA,NA,-0.0474,0.3043,0.5552,NA,NA,NA
"1012","GIUS","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.1737,0.117,0.0295,0.1421,0.2964,0.0758,-0.0456,0.33,0.5711,NA,NA,NA,-0.1604,0.0922,0.0448,NA,NA,NA
"1013","GIUS","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",0.1921,0.3201,0.0159,-0.1142,0.289,0.1545,-0.0251,0.3514,0.7551,NA,NA,NA,0.2108,0.3948,0.0081,NA,NA,NA
"1014","GIUS","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",0.2122,0.5433,0.0076,-0.1439,0.4496,0.0721,0.0036,0.4885,0.9641,NA,NA,NA,0.2189,0.5736,0.0059,NA,NA,NA
"1015","GIUS","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",0.2444,0.0073,0.002,-0.2316,0.0202,0.0035,0.1197,0.0972,0.1355,NA,NA,NA,0.201,0.0193,0.0116,NA,NA,NA
"1016","GIUS","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",0.0042,0.1482,0.958,0.0154,0.4911,0.8487,-0.0319,0.9999,0.6914,NA,NA,NA,0.0185,2e-04,0.8178,NA,NA,NA
"1017","GIUS","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.0906,0.3054,0.259,-0.0633,0.3523,0.4312,0.0047,0.3523,0.9535,NA,NA,NA,0.0921,0.3523,0.2512,NA,NA,NA
"1018","GIUS","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.1264,0.4541,0.1147,-0.0797,0.4786,0.3208,-0.0084,0.5016,0.9171,NA,NA,NA,0.1351,0.4177,0.0917,NA,NA,NA
"1019","GIUS","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.1683,0.0893,0.0352,-0.0594,0.2217,0.4601,-0.0933,0.3047,0.2451,NA,NA,NA,0.2162,0.0761,0.0065,NA,NA,NA
"1020","GIUS","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.085,0.2537,0.2898,0.0588,0.6027,0.4648,-0.203,0.7735,0.0108,NA,NA,NA,0.1782,0.0467,0.0256,NA,NA,NA
"1021","GIUS","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.2013,0.1524,0.0115,-0.1113,0.4597,0.1651,-0.0409,0.5814,0.6114,NA,NA,NA,0.2273,0.044,0.0042,NA,NA,NA
"1022","GIUS","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",0.0323,0.1824,0.6878,-0.0904,0.3499,0.2601,0.1208,0.3826,0.1317,NA,NA,NA,-0.0199,0.1433,0.8048,NA,NA,NA
"1023","GIUS","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.0204,0.2453,0.7997,0.1443,0.4186,0.0714,-0.2294,0.3931,0.0038,NA,NA,NA,0.0803,0.209,0.3173,NA,NA,NA
"1024","GIUS","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.0993,0.3243,0.2158,-0.0947,0.529,0.2379,0.0497,0.895,0.5362,NA,NA,NA,0.0812,0.0412,0.3119,NA,NA,NA
"1025","GIUS","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",0.4365,0.0041,0,-0.3027,0.1568,1e-04,0.019,0.4725,0.8136,NA,NA,NA,0.4452,2e-04,0,NA,NA,NA
"1026","GIUS","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",-0.0469,0.146,0.5598,0.033,0.1872,0.6814,-0.0029,0.1565,0.971,NA,NA,NA,-0.0474,0.3043,0.5552,NA,NA,NA
"1027","GIUS","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.1231,0.3304,0.1247,-0.0985,0.3886,0.2196,0.0285,0.4108,0.7229,NA,NA,NA,0.1153,0.3313,0.1505,NA,NA,NA
"1028","GIUS","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.1482,0.4223,0.0639,-0.1095,0.4559,0.1721,0.0182,0.4788,0.8206,NA,NA,NA,0.146,0.3956,0.0681,NA,NA,NA
"1029","GIUS","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.2021,0.3832,0.0111,-0.1107,0.4836,0.1675,-0.043,0.482,0.5931,NA,NA,NA,0.2291,0.3277,0.0039,NA,NA,NA
"1030","GIUS","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.1362,0.2002,0.0891,0.0552,0.8233,0.4923,-0.2568,0.999,0.0012,NA,NA,NA,0.2552,5e-04,0.0013,NA,NA,NA
"1036","GIUS","Intervenciones","TargetVar","I_alleviation",-0.3838,0.4145,0.0948,0.5345,0.0913,0.0152,-0.4183,0.2898,0.0665,-0.1502,0.7885,0.5274,-0.1732,0.3709,0.4654,NA,NA,NA
"1037","GIUS","Intervenciones","TargetVar","I_therapist",0.079,0.8276,0.7201,-0.1431,0.8243,0.5148,0.1195,0.9809,0.587,0.141,1,0.521,-0.0244,1,0.912,NA,NA,NA
"1038","GIUS","Intervenciones","TargetVar","I_scheduled_intervention",-0.2387,0.4061,0.2727,0.0687,1,0.7553,0.1627,1,0.4584,0.0658,1,0.7655,-0.3386,0.5993,0.114,NA,NA,NA
"1039","GIUS","Intervenciones","TargetVar","I_diagnosis",0.7844,0,0,-0.6303,0.0036,0.0013,0.0577,0.0209,0.7936,0.2919,0.0118,0.1765,0.6659,0.0013,5e-04,NA,NA,NA
"1040","GIUS","Intervenciones","TargetVar","I_intervencion_type",-0.1349,0.8417,0.5393,0.046,1,0.8349,0.1089,1,0.621,-0.0826,1,0.708,-0.15,1,0.4945,NA,NA,NA
"1041","GIUS","Intervenciones","TargetVar","I_significant_change",0.0903,0.0102,0.6819,-0.0687,1,0.7553,-0.1627,1,0.4584,0.6908,0.1339,3e-04,-0.1195,1,0.587,NA,NA,NA
"1042","GIUS","Young","TargetVar","Y_euphoria",-0.1652,0.8572,0.4991,0.201,1,0.4093,-0.1409,1,0.5652,-0.0556,1,0.8213,-0.0808,1,0.7421,NA,NA,NA
"1043","GIUS","Young","TargetVar","Y_hyperactivity",0.0762,0.3985,0.7564,-0.2764,0.8695,0.252,0.3944,0.5805,0.0947,-0.0556,1,0.8213,-0.0808,1,0.7421,NA,NA,NA
"1044","GIUS","Young","TargetVar","Y_sex_drive",-0.2404,0.6536,0.3215,0.2925,0.6045,0.2243,-0.205,0.9644,0.3999,-0.0808,1,0.7421,-0.1176,1,0.6315,NA,NA,NA
"1045","GIUS","Young","TargetVar","Y_sleep",0.3177,3e-04,0.185,-0.2764,0.8695,0.252,-0.1409,1,0.5652,1,0.0396,0,-0.0808,1,0.7421,NA,NA,NA
"1046","GIUS","Young","TargetVar","Y_irritability",0.4704,0.0327,0.0421,-0.09,0.3328,0.714,-0.3364,0.2977,0.1591,-0.1327,0.8282,0.5882,0.724,0.0026,5e-04,NA,NA,NA
"1047","GIUS","Young","TargetVar","Y_verbal_expression",-0.2404,0.6536,0.3215,0.2925,0.6045,0.2243,-0.205,0.9644,0.3999,-0.0808,1,0.7421,-0.1176,1,0.6315,NA,NA,NA
"1048","GIUS","Young","TargetVar","Y_thought_disorder",0.2993,0.1047,0.2132,-0.0826,1,0.7368,-0.3086,0.48,0.1986,0.4564,0.4657,0.0495,0.2435,0.8849,0.315,NA,NA,NA
"1049","GIUS","Young","TargetVar","Y_content",-0.0647,0.8366,0.7924,-0.0548,1,0.8235,0.1845,1,0.4496,-0.0808,1,0.7421,-0.1176,1,0.6315,NA,NA,NA
"1050","GIUS","Young","TargetVar","Y_aggressiveness",-0.1652,0.8572,0.4991,0.201,1,0.4093,-0.1409,1,0.5652,-0.0556,1,0.8213,-0.0808,1,0.7421,NA,NA,NA
"1051","GIUS","Young","TargetVar","Y_appearance",-0.1556,0.8787,0.5246,0.0769,1,0.7543,0.069,1,0.7789,-0.1021,1,0.6776,-0.1485,1,0.544,NA,NA,NA
"1053","GIUS","HRSD","TargetVar","H_depression",-0.422,0.3516,0.0719,0.3287,0.076,0.1695,-0.0283,0.4505,0.9083,-0.2236,0.5563,0.3574,-0.3254,0.2889,0.174,NA,NA,NA
"1054","GIUS","HRSD","TargetVar","H_guilt",-0.1797,0.9527,0.4616,0.14,0.6716,0.5676,-0.0121,0.6219,0.9609,-0.0952,0.9058,0.6981,-0.1386,0.8109,0.5715,NA,NA,NA
"1055","GIUS","HRSD","TargetVar","H_suicide",-0.0357,0.1081,0.8846,0.1853,0.2408,0.4476,-0.2473,0.5293,0.3074,-0.0975,0.9058,0.6912,0.1277,0.0109,0.6023,NA,NA,NA
"1056","GIUS","HRSD","TargetVar","H_early_insonmia",0.5837,0.0265,0.0087,-0.5078,0.115,0.0265,0.069,1,0.7789,0.5443,0.3351,0.016,0.3218,0.7057,0.1791,NA,NA,NA
"1057","GIUS","HRSD","TargetVar","H_mid_insonmia",0.111,0.025,0.6511,-0.0548,1,0.8235,-0.205,0.9644,0.3999,0.6872,0.1863,0.0012,-0.1176,1,0.6315,NA,NA,NA
"1059","GIUS","HRSD","TargetVar","H_activity",-0.418,0.8654,0.0749,0.3712,0.5576,0.1177,-0.0888,0.7707,0.7178,-0.2845,0.5653,0.2378,-0.2627,0.7984,0.2772,NA,NA,NA
"1060","GIUS","HRSD","TargetVar","H_inhibition",0.1401,0.4021,0.5673,0.0769,1,0.7543,-0.2588,0.6792,0.2847,-0.1021,1,0.6776,0.3218,0.7057,0.1791,NA,NA,NA
"1062","GIUS","HRSD","TargetVar","H_psychic_anxiety",-0.0143,0.766,0.9537,0.1413,0.6772,0.5638,-0.2747,0.4838,0.2551,0.2083,0.4046,0.3921,0.0152,0.8839,0.9509,NA,NA,NA
"1063","GIUS","HRSD","TargetVar","H_somatic_anxiety",-0.2267,0.9507,0.3506,0.2759,0.4436,0.2529,-0.1933,0.6709,0.4278,-0.0762,0.9398,0.7564,-0.111,0.8768,0.6511,NA,NA,NA
"1064","GIUS","HRSD","TargetVar","H_gastrointestinal_somatic_symptoms",-0.1652,0.8572,0.4991,0.201,1,0.4093,-0.1409,1,0.5652,-0.0556,1,0.8213,-0.0808,1,0.7421,NA,NA,NA
"1066","GIUS","HRSD","TargetVar","H_genitals_symptoms",-0.2404,0.6536,0.3215,0.2925,0.6045,0.2243,-0.205,0.9644,0.3999,-0.0808,1,0.7421,-0.1176,1,0.6315,NA,NA,NA
"1070","GIUS","HRSD","TargetVar","H_hrsd",-0.3299,0.9948,0.1678,0.4127,0.7526,0.079,-0.31,0.7549,0.1965,-0.0732,0.966,0.7659,-0.166,0.9797,0.497,NA,NA,NA
"1071","GIUS","Young","TargetVar","Y_young",0.0981,0.3206,0.6895,0.0539,0.3973,0.8266,-0.2386,0.9019,0.3252,0.1549,0.5554,0.5267,0.143,0.0507,0.5592,NA,NA,NA
"1072","GOMA","Diario","TargetVar","D_animus",0.1414,5e-04,0.0365,0.1174,0.1578,0.0831,-0.2392,9e-04,4e-04,NA,NA,NA,-0.102,0.2363,0.1326,NA,NA,NA
"1073","GOMA","Diario","TargetVar","D_anxiety",-0.1729,3e-04,0.0104,-0.1126,0.5087,0.0965,0.3465,0,0,NA,NA,NA,-0.1126,0.1465,0.0965,NA,NA,NA
"1074","GOMA","Diario","TargetVar","D_irritability",-0.739,0,0,0.2635,1e-04,1e-04,0.669,0,0,NA,NA,NA,0.0609,0.0012,0.3694,NA,NA,NA
"1075","GOMA","Diario","TargetVar","D_concentration",-0.1796,0,0.0077,-0.0757,7e-04,0.2648,0.3111,0,0,NA,NA,NA,-0.0757,0.2861,0.2648,NA,NA,NA
"1076","GOMA","Diario","TargetVar","D_tobacco",0.1608,0,0.0172,-0.1721,0.0766,0.0107,0.049,0,0.4707,NA,NA,NA,-0.3025,0,0,NA,NA,NA
"1077","GOMA","Diario","TargetVar","D_caffeine",-0.019,0,0.7796,-0.2108,0.0025,0.0017,0.2835,0.0127,0,NA,NA,NA,-0.2428,3e-04,3e-04,NA,NA,NA
"1078","GOMA","Diario","TargetVar","D_sleep_time",0.0645,0.92,0.342,-0.0381,1,0.5747,-0.0699,0.1623,0.3033,NA,NA,NA,0.0665,0.4702,0.3276,NA,NA,NA
"1079","GOMA","Diario","TargetVar","D_wakeup_time",0.0896,0,0.1867,0.1555,0.9606,0.0214,-0.3593,0,0,NA,NA,NA,0.3478,0,0,NA,NA,NA
"1080","GOMA","Diario","TargetVar","D_motivation",0.1516,0.4338,0.0249,-0.0663,0.6001,0.3289,-0.1087,0.253,0.1086,NA,NA,NA,-0.0663,0.6001,0.3289,NA,NA,NA
"1081","GOMA","Diario","TargetVar","D_sleep_quality",-0.5499,0,0,0.0473,0.0809,0.486,0.5978,0,0,NA,NA,NA,0.1212,0,0.0735,NA,NA,NA
"1082","GOMA","Diario","TargetVar","D_slowness_fill_form",0.3431,0.402,0,-0.2482,0.7939,2e-04,-0.1854,0.4076,0.0059,NA,NA,NA,-0.0843,0.1401,0.2138,NA,NA,NA
"1083","GOMA","Diario","TargetVar","D_sleep_duration",0.2938,0.5371,0,0.0356,0.9981,0.6002,-0.448,0,0,NA,NA,NA,0.1639,0.9997,0.0152,NA,NA,NA
"1084","GOMA","Diario","TargetVar","D_sleep_zenith",-0.0822,0.0117,0.2255,0.2149,0.7177,0.0014,-0.2084,0.0206,0.0019,NA,NA,NA,0.3803,0.0195,0,NA,NA,NA
"1087","GOMA","Diario","TargetVar","D_observation_string_length",0.0544,0.9922,0.423,-0.0238,0.9334,0.7263,-0.039,0.8307,0.5657,NA,NA,NA,-0.0238,0.9334,0.7263,NA,NA,NA
"1088","GOMA","Diario","TargetVar","D_time_start_form",0.0615,0.3338,0.3648,-0.0785,0.2257,0.2472,0.0026,0.2829,0.9694,NA,NA,NA,-0.0362,0.7027,0.5937,NA,NA,NA
"1089","GOMA","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.3434,0.402,0,-0.2512,0.7939,2e-04,-0.1838,0.4076,0.0064,NA,NA,NA,-0.0825,0.1401,0.224,NA,NA,NA
"1090","GOMA","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.3434,0.402,0,-0.2512,0.7939,2e-04,-0.1838,0.4076,0.0064,NA,NA,NA,-0.0825,0.1401,0.224,NA,NA,NA
"1092","GOMA","Pulsera","TargetVar","S_window_number",0.1455,0.0021,0.0898,NA,NA,NA,-0.1455,0.0021,0.0898,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093","GOMA","Pulsera","TargetVar","S_sleeponset",-0.1068,0.8981,0.2141,NA,NA,NA,0.1068,0.8981,0.2141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1094","GOMA","Pulsera","TargetVar","S_wakeup",-0.0391,0.4358,0.65,NA,NA,NA,0.0391,0.4358,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1095","GOMA","Pulsera","TargetVar","S_night_number",0.1748,0.324,0.041,NA,NA,NA,-0.1748,0.324,0.041,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","GOMA","Pulsera","TargetVar","S_nonwear_perc_day",-0.0452,0,0.5999,NA,NA,NA,0.0452,0,0.5999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","GOMA","Pulsera","TargetVar","S_nonwear_perc_spt",0.1073,1,0.2121,NA,NA,NA,-0.1073,1,0.2121,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","GOMA","Pulsera","TargetVar","S_nonwear_perc_day_spt",0.0771,0.0083,0.3705,NA,NA,NA,-0.0771,0.0083,0.3705,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","GOMA","Pulsera","TargetVar","S_dur_spt_sleep_min",0.0982,0.32,0.2537,NA,NA,NA,-0.0982,0.32,0.2537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","GOMA","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.0475,0.4119,0.5814,NA,NA,NA,-0.0475,0.4119,0.5814,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","GOMA","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",0.086,0.3423,0.3174,NA,NA,NA,-0.086,0.3423,0.3174,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","GOMA","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",0.0756,0.6447,0.3797,NA,NA,NA,-0.0756,0.6447,0.3797,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","GOMA","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",0.0317,1,0.7132,NA,NA,NA,-0.0317,1,0.7132,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","GOMA","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.1102,0.4358,0.1999,NA,NA,NA,-0.1102,0.4358,0.1999,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","GOMA","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.1129,0.32,0.1889,NA,NA,NA,-0.1129,0.32,0.1889,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","GOMA","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.1289,0.2004,0.1334,NA,NA,NA,-0.1289,0.2004,0.1334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","GOMA","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.0696,1,0.4193,NA,NA,NA,-0.0696,1,0.4193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","GOMA","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",0.1263,1,0.1414,NA,NA,NA,-0.1263,1,0.1414,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","GOMA","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.5081,0.4598,0,NA,NA,NA,0.5081,0.4598,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","GOMA","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",0.1399,0.3651,0.1029,NA,NA,NA,-0.1399,0.3651,0.1029,NA,NA,NA,NA,NA,NA,NA,NA,NA
