"","id","origen.x","origen.y","var.x","Z_dx_numeric_cor","Z_dx_numeric_chi","Z_dx_numeric_anova","depression_cor","depression_chi","depression_anova","euthymia_cor","euthymia_chi","euthymia_anova","hypomania_cor","hypomania_chi","hypomania_anova","mixed_cor","mixed_chi","mixed_anova","hospitalized_cor","hospitalized_chi","hospitalized_anova"
"945","MAPI","Diario","TargetVar","D_observation_string_length",-0.0656,0.9998,0.4673,-0.0629,1,0.4856,0.1153,0.7004,0.2003,-0.0961,0.603,0.2862,NA,NA,NA,NA,NA,NA
"946","MAPI","Diario","TargetVar","D_sleep_duration",-0.4508,0.4461,0,-0.0563,1,0.5328,0.5164,0.0093,0,-0.5167,0.0048,0,NA,NA,NA,NA,NA,NA
"947","MAPI","Diario","TargetVar","D_sleep_quality",0.6222,0,0,0.1174,0.1061,0.1924,-0.7418,0,0,0.7283,0,0,NA,NA,NA,NA,NA,NA
"948","MAPI","Diario","TargetVar","D_sleep_time",-0.0757,0,0.4015,-0.0627,0.0219,0.4872,0.1258,5e-04,0.1621,-0.1071,1e-04,0.2344,NA,NA,NA,NA,NA,NA
"949","MAPI","Diario","TargetVar","D_sleep_zenith",0.1863,0.9822,0.0375,-0.0816,1,0.3656,-0.1365,0.3758,0.1292,0.1735,0.2025,0.0531,NA,NA,NA,NA,NA,NA
"950","MAPI","Diario","TargetVar","D_slowness_fill_form",-0.2278,0.1875,0.0106,0.3663,0.1127,0,-0.0288,0.436,0.7497,-0.1101,0.4739,0.2216,NA,NA,NA,NA,NA,NA
"951","MAPI","Diario","TargetVar","D_slowness_fill_form_no_outliers",-0.2388,0.1875,0.0073,0.4221,0.1127,0,-0.0582,0.436,0.5189,-0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA
"952","MAPI","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",-0.2388,0.1875,0.0073,0.4221,0.1127,0,-0.0582,0.436,0.5189,-0.1008,0.4739,0.2633,NA,NA,NA,NA,NA,NA
"953","MAPI","Diario","TargetVar","D_time_start_form",0.0936,0.3359,0.299,0.1311,0.2677,0.145,-0.1949,0.4729,0.0294,0.153,0.4924,0.0885,NA,NA,NA,NA,NA,NA
"954","MAPI","Diario","TargetVar","D_tobacco",-0.241,0.0353,0.0068,-0.1533,0.6157,0.0878,0.3665,0.002,0,-0.3234,0.012,2e-04,NA,NA,NA,NA,NA,NA
"955","MAPI","Diario","TargetVar","D_wakeup_time",-0.1032,0,0.2519,-0.1119,0.0147,0.2139,0.191,3e-04,0.0329,-0.1562,3e-04,0.0819,NA,NA,NA,NA,NA,NA
"957","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.0234,0.4566,0.7765,0.1057,0.4616,0.198,-0.0516,0.4616,0.5308,0.0142,0.4616,0.8629,NA,NA,NA,NA,NA,NA
"958","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",0.0494,0.4566,0.5485,0.2363,0.4616,0.0036,-0.2213,0.4616,0.0065,0.1426,0.4616,0.0817,NA,NA,NA,NA,NA,NA
"959","MAPI","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.111,0.4566,0.1765,0.1001,0.4616,0.2231,-0.1876,0.4616,0.0215,0.1586,0.4616,0.0526,NA,NA,NA,NA,NA,NA
"960","MAPI","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",0.2163,0.4566,0.0079,0.1142,0.4616,0.1641,-0.3076,0.4616,1e-04,0.2787,0.4616,6e-04,NA,NA,NA,NA,NA,NA
"961","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",-0.0465,0.4566,0.572,-0.2498,0.4616,0.002,0.228,0.4616,0.005,-0.1446,0.4616,0.0775,NA,NA,NA,NA,NA,NA
"962","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.1547,0,0.0588,-0.1141,0,0.1645,-0.0793,0,0.3347,0.1258,0,0.1251,NA,NA,NA,NA,NA,NA
"963","MAPI","Pulsera","TargetVar","S_ACC_day_LIG_unbt_mg",0.3161,0.4566,1e-04,-0.2597,0.4616,0.0013,-0.1431,0.4616,0.0806,0.2472,0.4616,0.0023,NA,NA,NA,NA,NA,NA
"964","MAPI","Pulsera","TargetVar","S_ACC_day_mg",0.4915,0.4566,0,-0.1314,0.4616,0.109,-0.4182,0.4616,0,0.4866,0.4616,0,NA,NA,NA,NA,NA,NA
"965","MAPI","Pulsera","TargetVar","S_ACC_day_MOD_unbt_mg",0.2839,0.4566,4e-04,-0.2006,0.4616,0.0139,-0.152,0.4616,0.0634,0.2342,0.4616,0.0039,NA,NA,NA,NA,NA,NA
"966","MAPI","Pulsera","TargetVar","S_ACC_day_MVPA_bts_1_mg",0.5321,0.4566,0,-0.0568,0.4616,0.4898,-0.5142,0.4616,0,0.5589,0.4616,0,NA,NA,NA,NA,NA,NA
"967","MAPI","Pulsera","TargetVar","S_ACC_day_spt_mg",0.2637,0.4566,0.0011,-0.0358,0.4616,0.6634,-0.2493,0.4616,0.0021,0.2741,0.4616,7e-04,NA,NA,NA,NA,NA,NA
"968","MAPI","Pulsera","TargetVar","S_ACC_day_total_IN_mg",0.2627,0.4566,0.0012,-0.044,0.4616,0.5932,-0.2424,0.4616,0.0028,0.27,0.4616,8e-04,NA,NA,NA,NA,NA,NA
"969","MAPI","Pulsera","TargetVar","S_ACC_day_total_LIG_mg",0.3736,0.4566,0,-0.2061,0.4616,0.0114,-0.2415,0.4616,0.0029,0.3299,0.4616,0,NA,NA,NA,NA,NA,NA
"970","MAPI","Pulsera","TargetVar","S_ACC_day_total_MOD_mg",0.2772,0.4566,6e-04,-0.1613,0.4616,0.0486,-0.1732,0.4616,0.0341,0.2417,0.4616,0.0029,NA,NA,NA,NA,NA,NA
"971","MAPI","Pulsera","TargetVar","S_ACC_day_total_VIG_mg",0.0498,0.4566,0.5451,0.0914,0.4616,0.2659,-0.1176,0.4616,0.1517,0.0886,0.4616,0.2808,NA,NA,NA,NA,NA,NA
"972","MAPI","Pulsera","TargetVar","S_ACC_day_VIG_unbt_mg",0.1732,0.4566,0.034,0.2401,0.4616,0.0031,-0.3532,0.4616,0,0.2791,0.4616,5e-04,NA,NA,NA,NA,NA,NA
"973","MAPI","Pulsera","TargetVar","S_ACC_spt_mg",-0.1539,0.4566,0.06,0.1453,0.4616,0.0761,0.0562,0.4616,0.4948,-0.1133,0.4616,0.1675,NA,NA,NA,NA,NA,NA
"974","MAPI","Pulsera","TargetVar","S_ACC_spt_sleep_mg",-0.063,0.4566,0.4434,-0.0184,0.4616,0.8232,0.079,0.4616,0.3368,-0.0757,0.4616,0.3575,NA,NA,NA,NA,NA,NA
"975","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_IN_mg",-0.3215,0.4566,1e-04,0.1608,0.4616,0.0493,0.2197,0.4616,0.0069,-0.2901,0.4616,3e-04,NA,NA,NA,NA,NA,NA
"976","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_LIG_mg",0.0369,0.4566,0.6536,-0.0024,0.4616,0.9763,-0.0368,0.4616,0.6551,0.0394,0.4616,0.6325,NA,NA,NA,NA,NA,NA
"977","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_MOD_mg",0.1046,0.4566,0.2028,-0.0179,0.4616,0.8277,-0.0962,0.4616,0.2415,0.1073,0.4616,0.1912,NA,NA,NA,NA,NA,NA
"978","MAPI","Pulsera","TargetVar","S_ACC_spt_wake_VIG_mg",-0.2157,0.273,0.008,0.0112,0.3276,0.8916,0.2169,0.3276,0.0077,-0.231,0.3276,0.0044,NA,NA,NA,NA,NA,NA
"985","MAPI","Pulsera","TargetVar","S_daysleeper",-0.0594,0.4963,0.4703,-0.0458,1,0.5776,0.0949,0.4226,0.2481,-0.082,0.5303,0.3185,NA,NA,NA,NA,NA,NA
"986","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_1_10_min",0.1225,0.769,0.1352,-0.1705,0.89,0.037,-0.0053,0.3709,0.9486,0.0696,0.4518,0.3974,NA,NA,NA,NA,NA,NA
"987","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_10_30_min",-0.0737,0.4242,0.37,-0.1124,0.4386,0.1707,0.1577,0.4386,0.054,-0.1226,0.4386,0.135,NA,NA,NA,NA,NA,NA
"988","MAPI","Pulsera","TargetVar","S_dur_day_IN_bts_30_min",-0.4061,0.4242,0,0.0233,0.4386,0.7773,0.4068,0.4386,0,-0.434,0.4386,0,NA,NA,NA,NA,NA,NA
"989","MAPI","Pulsera","TargetVar","S_dur_day_IN_unbt_min",0.247,0.3923,0.0023,-0.2534,0.4158,0.0018,-0.0755,0.4158,0.3584,0.1742,0.4158,0.0331,NA,NA,NA,NA,NA,NA
"990","MAPI","Pulsera","TargetVar","S_dur_day_LIG_bts_1_10_min",0.4622,0.3923,0,-0.1079,0.4158,0.1888,-0.4046,0.4158,0,0.4635,0.4158,0,NA,NA,NA,NA,NA,NA
"991","MAPI","Pulsera","TargetVar","S_dur_day_LIG_bts_10_min",-0.2509,0.9679,0.002,-0.0752,0.2243,0.3606,0.3157,0.999,1e-04,-0.3018,1,2e-04,NA,NA,NA,NA,NA,NA
"992","MAPI","Pulsera","TargetVar","S_dur_day_LIG_unbt_min",0.4395,0.45,0,-0.21,0.4158,0.0099,-0.3075,0.4913,1e-04,0.4004,0.4985,0,NA,NA,NA,NA,NA,NA
"993","MAPI","Pulsera","TargetVar","S_dur_day_min",-0.0959,0.4242,0.2432,-0.1962,0.4386,0.0161,0.241,0.4386,0.003,-0.1783,0.4386,0.0291,NA,NA,NA,NA,NA,NA
"994","MAPI","Pulsera","TargetVar","S_dur_day_MOD_unbt_min",0.4367,0.45,0,-0.2392,0.4158,0.0032,-0.2836,0.4913,4e-04,0.3864,0.4985,0,NA,NA,NA,NA,NA,NA
"995","MAPI","Pulsera","TargetVar","S_dur_day_MVPA_bts_1_min",-0.0289,0.7064,0.7257,-0.0502,0.8057,0.5414,0.0662,0.5098,0.4206,-0.0504,0.4508,0.5404,NA,NA,NA,NA,NA,NA
"996","MAPI","Pulsera","TargetVar","S_dur_day_spt_min",-0.0787,0.4566,0.3382,-0.0354,0.4616,0.6669,0.1076,0.4616,0.1901,-0.0992,0.4616,0.2273,NA,NA,NA,NA,NA,NA
"997","MAPI","Pulsera","TargetVar","S_dur_day_total_IN_min",-0.2932,0.4566,3e-04,-0.1326,0.4616,0.1058,0.4011,0.4616,0,-0.3695,0.4616,0,NA,NA,NA,NA,NA,NA
"998","MAPI","Pulsera","TargetVar","S_dur_day_total_LIG_min",0.3511,0.3923,0,-0.18,0.4158,0.0275,-0.2369,0.4158,0.0035,0.3153,0.4158,1e-04,NA,NA,NA,NA,NA,NA
"999","MAPI","Pulsera","TargetVar","S_dur_day_total_MOD_min",0.2687,0.4242,9e-04,-0.1872,0.4386,0.0218,-0.1457,0.4386,0.0752,0.2227,0.4386,0.0062,NA,NA,NA,NA,NA,NA
"1000","MAPI","Pulsera","TargetVar","S_dur_day_total_VIG_min",0.251,0,0.0019,-0.073,0.8336,0.3747,-0.2094,0,0.0101,0.2463,0,0.0024,NA,NA,NA,NA,NA,NA
"1001","MAPI","Pulsera","TargetVar","S_dur_day_VIG_unbt_min",0.4034,0.0784,0,-0.2186,0.4637,0.0072,-0.2637,0.0507,0.0011,0.3578,0.0286,0,NA,NA,NA,NA,NA,NA
"1002","MAPI","Pulsera","TargetVar","S_dur_spt_min",-0.0057,0.4566,0.9444,0.2096,0.4616,0.01,-0.1447,0.4616,0.0774,0.0725,0.4616,0.378,NA,NA,NA,NA,NA,NA
"1003","MAPI","Pulsera","TargetVar","S_dur_spt_sleep_min",-0.052,0.4242,0.5272,-0.0391,0.4386,0.6349,0.0824,0.4386,0.3164,-0.0714,0.4386,0.3851,NA,NA,NA,NA,NA,NA
"1004","MAPI","Pulsera","TargetVar","S_dur_spt_wake_IN_min",0.1323,0.4566,0.1064,0.1833,0.4616,0.0247,-0.2698,0.4616,8e-04,0.2132,0.4616,0.0088,NA,NA,NA,NA,NA,NA
"1005","MAPI","Pulsera","TargetVar","S_dur_spt_wake_LIG_min",-0.1525,0.4242,0.0624,0.3826,0.4386,0,-0.1159,0.4386,0.1579,-0.0226,0.4386,0.7838,NA,NA,NA,NA,NA,NA
"1006","MAPI","Pulsera","TargetVar","S_dur_spt_wake_MOD_min",-0.2124,0.3591,0.0091,0.2023,0.2665,0.013,0.0762,0.5075,0.354,-0.1557,0.532,0.0571,NA,NA,NA,NA,NA,NA
"1007","MAPI","Pulsera","TargetVar","S_dur_spt_wake_VIG_min",-0.0093,0,0.9098,0.0042,0,0.9596,0.0067,0,0.9348,-0.0086,0,0.9167,NA,NA,NA,NA,NA,NA
"1008","MAPI","Pulsera","TargetVar","S_L10TIME_num",-0.1275,0.4566,0.12,-0.0388,0.4616,0.6371,0.1609,0.4616,0.0492,-0.1536,0.4616,0.0605,NA,NA,NA,NA,NA,NA
"1009","MAPI","Pulsera","TargetVar","S_L10VALUE",-0.0585,0.4566,0.4772,0.1148,0.4616,0.1618,-0.0215,0.4616,0.7938,-0.0206,0.4616,0.8021,NA,NA,NA,NA,NA,NA
"1010","MAPI","Pulsera","TargetVar","S_L5TIME_num",-0.2767,0.4566,6e-04,-0.0871,0.4616,0.2893,0.3512,0.4616,0,-0.3345,0.4616,0,NA,NA,NA,NA,NA,NA
"1011","MAPI","Pulsera","TargetVar","S_L5VALUE",-0.2518,0.4566,0.0019,0.0168,0.4616,0.8379,0.2505,0.4616,0.002,-0.2682,0.4616,9e-04,NA,NA,NA,NA,NA,NA
"1012","MAPI","Pulsera","TargetVar","S_M10TIME_num",0.128,0.4566,0.1184,-0.1662,0.4616,0.0421,-0.0141,0.4616,0.8636,0.0772,0.4616,0.3477,NA,NA,NA,NA,NA,NA
"1013","MAPI","Pulsera","TargetVar","S_M10VALUE",0.3695,0.4566,0,-0.1113,0.4616,0.1751,-0.3054,0.4616,1e-04,0.3611,0.4616,0,NA,NA,NA,NA,NA,NA
"1014","MAPI","Pulsera","TargetVar","S_M5TIME_num",0.5897,0.4566,0,-0.1372,0.4616,0.0941,-0.5165,0.4616,0,0.5915,0.4616,0,NA,NA,NA,NA,NA,NA
"1015","MAPI","Pulsera","TargetVar","S_M5VALUE",0.3615,0.4566,0,-0.0974,0.4616,0.2358,-0.3071,0.4616,1e-04,0.3577,0.4616,0,NA,NA,NA,NA,NA,NA
"1016","MAPI","Pulsera","TargetVar","S_N_atleast5minwakenight",0.3145,0.865,1e-04,0.0999,0.9996,0.2236,-0.3998,0.0608,0,0.3805,0.1295,0,NA,NA,NA,NA,NA,NA
"1017","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_1_10",0.0808,0.6248,0.3255,-0.1224,0.7874,0.1356,0.0037,0.4262,0.9645,0.0421,0.3546,0.6086,NA,NA,NA,NA,NA,NA
"1018","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_10_30",-0.0708,0.1021,0.3894,-0.0849,0.3966,0.3018,0.1348,0.0895,0.1,-0.1091,0.0596,0.184,NA,NA,NA,NA,NA,NA
"1019","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_bts_30",-0.2251,0.9879,0.0056,0.0811,1,0.3238,0.1765,0.0634,0.0307,-0.215,0.0096,0.0082,NA,NA,NA,NA,NA,NA
"1020","MAPI","Pulsera","TargetVar","S_Nblocks_day_IN_unbt",0.3178,0.3012,1e-04,-0.2277,0.349,0.0051,-0.1678,0.349,0.0401,0.261,0.349,0.0013,NA,NA,NA,NA,NA,NA
"1021","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_1_10",0.461,0.2884,0,-0.0944,0.6117,0.2505,-0.4129,0.1873,0,0.4672,0.1383,0,NA,NA,NA,NA,NA,NA
"1022","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_bts_10",-0.2593,0.9968,0.0014,-0.0766,0.9618,0.3513,0.3255,0.9714,0,-0.3115,0.9799,1e-04,NA,NA,NA,NA,NA,NA
"1023","MAPI","Pulsera","TargetVar","S_Nblocks_day_LIG_unbt",0.3804,0.4434,0,-0.2475,0.3709,0.0023,-0.2189,0.5217,0.0071,0.3219,0.5361,1e-04,NA,NA,NA,NA,NA,NA
"1024","MAPI","Pulsera","TargetVar","S_Nblocks_day_MOD_unbt",0.4238,0.4367,0,-0.2489,0.3276,0.0021,-0.2632,0.5525,0.0011,0.3687,0.5742,0,NA,NA,NA,NA,NA,NA
"1025","MAPI","Pulsera","TargetVar","S_Nblocks_day_MVPA_bts_1",0.1148,0,0.1617,-0.1096,0,0.1819,-0.041,0,0.618,0.0841,0,0.3064,NA,NA,NA,NA,NA,NA
"1026","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_IN",0.1566,0.3611,0.0557,-0.1904,0.3932,0.0196,-0.0265,0.3932,0.748,0.0992,0.3932,0.2272,NA,NA,NA,NA,NA,NA
"1027","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_LIG",0.2486,0.3856,0.0022,-0.2245,0.3709,0.0058,-0.098,0.4447,0.2329,0.1868,0.4518,0.0221,NA,NA,NA,NA,NA,NA
"1028","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_MOD",0.3595,0.648,0,-0.2418,0.852,0.0029,-0.2011,0.3761,0.0136,0.3012,0.3066,2e-04,NA,NA,NA,NA,NA,NA
"1029","MAPI","Pulsera","TargetVar","S_Nblocks_day_total_VIG",0.3132,0.9669,1e-04,-0.0891,1,0.2782,-0.2626,0.0617,0.0012,0.308,0.0134,1e-04,NA,NA,NA,NA,NA,NA
"1030","MAPI","Pulsera","TargetVar","S_Nblocks_day_VIG_unbt",0.2976,0.0101,2e-04,-0.2513,0.0237,0.0019,-0.1299,0.0989,0.1132,0.2302,0.0847,0.0046,NA,NA,NA,NA,NA,NA
"1031","MAPI","Pulsera","TargetVar","S_Nblocks_spt_sleep",-0.1191,0.5634,0.1466,0.0049,0.3152,0.9524,0.1207,0.7207,0.1413,-0.128,0.7539,0.1185,NA,NA,NA,NA,NA,NA
"1032","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_IN",-0.202,0.4763,0.0132,0.3642,0.3932,0,-0.051,0.5451,0.5353,-0.0835,0.5594,0.3098,NA,NA,NA,NA,NA,NA
"1033","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_LIG",-0.2051,0.4763,0.0118,0.3561,0.3932,0,-0.0419,0.5451,0.6103,-0.0899,0.5594,0.2739,NA,NA,NA,NA,NA,NA
"1034","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_MOD",-0.2119,0.1429,0.0092,0.2342,0.1632,0.0039,0.0528,0.2734,0.5214,-0.1431,0.2854,0.0806,NA,NA,NA,NA,NA,NA
"1035","MAPI","Pulsera","TargetVar","S_Nblocks_spt_wake_VIG",-0.0099,0,0.9046,-0.0078,0,0.9242,0.0159,0.1033,0.8467,-0.0137,0.5647,0.8678,NA,NA,NA,NA,NA,NA
"1036","MAPI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_1_10",0.0972,0.6468,0.2365,-0.1169,0.7103,0.1543,-0.0174,0.522,0.8325,0.0621,0.474,0.4501,NA,NA,NA,NA,NA,NA
"1037","MAPI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_10_30",-0.1051,0.4827,0.2004,-0.0972,0.9546,0.2369,0.1795,0.1122,0.028,-0.1511,0.0593,0.0649,NA,NA,NA,NA,NA,NA
"1038","MAPI","Pulsera","TargetVar","S_Nbouts_day_IN_bts_30",-0.282,0,5e-04,0.0502,1,0.5418,0.2581,0,0.0014,-0.2887,0,3e-04,NA,NA,NA,NA,NA,NA
"1039","MAPI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_1_10",0.4597,0.2004,0,-0.0944,0.4204,0.2504,-0.4116,0.1867,0,0.4658,0.1527,0,NA,NA,NA,NA,NA,NA
"1040","MAPI","Pulsera","TargetVar","S_Nbouts_day_LIG_bts_10",-0.2593,0.9968,0.0014,-0.0766,0.9618,0.3513,0.3255,0.9714,0,-0.3115,0.9799,1e-04,NA,NA,NA,NA,NA,NA
"1041","MAPI","Pulsera","TargetVar","S_Nbouts_day_MVPA_bts_1",0.1148,0,0.1617,-0.1096,0,0.1819,-0.041,0,0.618,0.0841,0,0.3064,NA,NA,NA,NA,NA,NA
"1042","MAPI","Pulsera","TargetVar","S_night_number",-0.2292,0.9883,0.0048,-0.0941,0.9981,0.2523,0.3067,0.8083,1e-04,-0.2853,0.6465,4e-04,NA,NA,NA,NA,NA,NA
"1043","MAPI","Pulsera","TargetVar","S_nonwear_perc_day",-0.031,0.9768,0.7063,-0.0123,0.9795,0.8815,0.0412,0.7925,0.6169,-0.0384,0.8165,0.6405,NA,NA,NA,NA,NA,NA
"1044","MAPI","Pulsera","TargetVar","S_nonwear_perc_day_spt",-0.0315,0,0.7023,0.0754,0,0.3594,-0.0213,0.0595,0.7955,-0.006,0.509,0.9419,NA,NA,NA,NA,NA,NA
"1045","MAPI","Pulsera","TargetVar","S_nonwear_perc_spt",0.0197,0,0.8107,0.285,0,4e-04,-0.2254,0.0339,0.0055,0.1286,0.4015,0.1168,NA,NA,NA,NA,NA,NA
"1046","MAPI","Pulsera","TargetVar","S_quantile_mostactive30min_mg",0.1679,0.4242,0.0399,-0.0914,0.4386,0.2659,-0.1095,0.4386,0.1823,0.1488,0.4386,0.0692,NA,NA,NA,NA,NA,NA
"1047","MAPI","Pulsera","TargetVar","S_quantile_mostactive60min_mg",0.1758,0.437,0.0314,-0.0733,0.3932,0.3725,-0.1307,0.4936,0.111,0.1642,0.5031,0.0447,NA,NA,NA,NA,NA,NA
"1048","MAPI","Pulsera","TargetVar","S_sleep_efficiency",-0.0736,0.4566,0.3705,-0.1914,0.4616,0.0189,0.2144,0.4616,0.0084,-0.1522,0.4616,0.063,NA,NA,NA,NA,NA,NA
"1050","MAPI","Pulsera","TargetVar","S_sleeponset",-0.3826,0.4566,0,-0.1061,0.4616,0.1963,0.4753,0.4616,0,-0.457,0.4616,0,NA,NA,NA,NA,NA,NA
"1051","MAPI","Pulsera","TargetVar","S_wakeup",-0.2635,0.4566,0.0011,0.1022,0.4616,0.2134,0.2014,0.4616,0.0134,-0.249,0.4616,0.0021,NA,NA,NA,NA,NA,NA
"1052","MAPI","Pulsera","TargetVar","S_week",0.5726,0,0,0.1606,0,0.0736,-0.7213,0,0,0.6903,0,0,NA,NA,NA,NA,NA,NA
"1053","MAPI","Pulsera","TargetVar","S_window_number",-0.2295,0.9912,0.0047,-0.0942,0.9985,0.2517,0.307,0.8278,1e-04,-0.2856,0.6733,4e-04,NA,NA,NA,NA,NA,NA
"1055","GIUS","Diario","TargetVar","D_animus",0.0855,0.0041,0.2419,0.029,0.0391,0.692,-0.2175,0.0112,0.0026,0.1864,0.006,0.0102,0.0624,0.6837,0.3939,NA,NA,NA
"1056","GIUS","Diario","TargetVar","D_anxiety",-0.273,0,1e-04,0.4171,0,0,-0.3781,0,0,-0.1212,0.006,0.0965,-0.0156,0.09,0.8313,NA,NA,NA
"1057","GIUS","Diario","TargetVar","D_caffeine",0.0638,0.0013,0.3834,-0.0748,9e-04,0.3066,0.1012,0.0024,0.1658,-0.1041,0.0016,0.1539,0.1145,0.9605,0.1166,NA,NA,NA
"1058","GIUS","Diario","TargetVar","D_concentration",0.257,0,4e-04,-0.2282,0,0.0016,-0.0765,0.1928,0.2954,0.4859,0,0,-0.0726,0.5513,0.3208,NA,NA,NA
"1060","GIUS","Diario","TargetVar","D_irritability",-0.1927,0.0122,0.0079,0.2493,0.0011,5e-04,-0.1487,0.1047,0.0412,-0.1863,0.0759,0.0103,0.012,0.3144,0.8695,NA,NA,NA
"1061","GIUS","Diario","TargetVar","D_motivation",0.1776,0,0.0145,-0.0173,0.4908,0.8128,-0.24,0.0094,9e-04,0.1919,0,0.0082,0.184,0.0037,0.0113,NA,NA,NA
"1062","GIUS","Diario","TargetVar","D_observation_string_length",0.0265,0.033,0.7175,0.0028,0.3272,0.9699,-0.095,0.7104,0.1933,0.1552,0,0.0329,-0.0521,1,0.4767,NA,NA,NA
"1063","GIUS","Diario","TargetVar","D_sleep_duration",-0.0472,0.2271,0.5193,0.0552,0.1771,0.4509,-0.0199,0.2451,0.786,-0.0617,9e-04,0.3991,0.008,0.9997,0.9133,NA,NA,NA
"1064","GIUS","Diario","TargetVar","D_sleep_quality",-0.268,0,2e-04,0.2887,3e-04,1e-04,-0.0305,0.478,0.6774,-0.4505,0,0,0.0879,0.43,0.2293,NA,NA,NA
"1065","GIUS","Diario","TargetVar","D_sleep_time",0.0443,0.0039,0.5451,0.1208,0.0122,0.0979,-0.2965,0.0059,0,0.097,0,0.1843,0.1358,1,0.0625,NA,NA,NA
"1066","GIUS","Diario","TargetVar","D_sleep_zenith",-0.0165,0.1063,0.8221,-0.1883,0.0849,0.0095,0.444,0.0267,0,-0.2507,2e-04,5e-04,-0.0476,1,0.5156,NA,NA,NA
"1067","GIUS","Diario","TargetVar","D_slowness_fill_form",-0.0071,0.4732,0.9225,0.0551,0.455,0.4515,-0.1602,0.7746,0.0277,0.1832,0.0131,0.0116,-0.0817,0.946,0.2635,NA,NA,NA
"1068","GIUS","Diario","TargetVar","D_slowness_fill_form_no_outliers",0.0658,0.4732,0.368,0.0033,0.455,0.964,-0.2185,0.7746,0.0025,0.3566,0.0131,0,-0.1133,0.946,0.1206,NA,NA,NA
"1069","GIUS","Diario","TargetVar","D_slowness_fill_form_no_outliers_scales",0.0658,0.4732,0.368,0.0033,0.455,0.964,-0.2185,0.7746,0.0025,0.3566,0.0131,0,-0.1133,0.946,0.1206,NA,NA,NA
"1070","GIUS","Diario","TargetVar","D_time_start_form",-0.1666,0.5177,0.022,0.1855,0.4599,0.0106,-0.0494,0.4891,0.4999,-0.2298,0.3266,0.0015,0.0271,0.6957,0.7117,NA,NA,NA
"1072","GIUS","Diario","TargetVar","D_wakeup_time",-0.0363,0.2464,0.6197,-0.0867,0.1237,0.2356,0.2654,0.0074,2e-04,-0.1904,0.0035,0.0087,-0.025,1,0.7323,NA,NA,NA
"1074","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_1_10_mg",-0.1923,0.4524,0.0158,0.3684,0.4625,0,-0.439,0.4625,0,0.0925,0.4625,0.2492,-0.0254,0.4625,0.752,NA,NA,NA
"1075","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_10_30_mg",-0.0328,0.4524,0.6831,0.1613,0.4625,0.0435,-0.2861,0.4625,3e-04,0.2018,0.4625,0.0113,0.0053,0.4625,0.9473,NA,NA,NA
"1076","GIUS","Pulsera","TargetVar","S_ACC_day_IN_bts_30_mg",0.0831,0.4524,0.3009,0.0632,0.4625,0.4315,-0.2166,0.4625,0.0064,0.1085,0.4625,0.1761,0.1516,0.4625,0.058,NA,NA,NA
"1077","GIUS","Pulsera","TargetVar","S_ACC_day_IN_unbt_mg",-0.1301,0.4524,0.1044,0.2125,0.4625,0.0075,-0.2451,0.4625,0.002,0.0964,0.4625,0.2297,-0.0659,0.4625,0.412,NA,NA,NA
"1078","GIUS","Pulsera","TargetVar","S_ACC_day_LIG_bts_1_10_mg",0.0642,0.4524,0.424,-0.0589,0.4625,0.4638,0.0503,0.4625,0.5319,-0.0681,0.4625,0.397,0.0841,0.4625,0.295,NA,NA,NA
"1079","GIUS","Pulsera","TargetVar","S_ACC_day_LIG_bts_10_mg",0.0942,0.0075,0.2407,-0.2228,0.0761,0.005,0.264,0.0761,8e-04,0.0356,0.0761,0.6583,-0.0622,0.0761,0.4393,NA,NA,NA
